sentiment,content
happiness,"@bookaliciouspam Hey welcome to VA, LOL.  It's muggy up here by DC too.  Worst part of summer I'd say"
happiness,"@mdjensen I'm a little late but congratulations on your 1st tri, it's a great accomplishment...good night"
sadness,@giordanobc I know how you feel.  Takes far too much time out of my life!
happiness,just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!
happiness,"@illegalvenez Mmm, comfort junk food. That sounds good. I always preferred Wingstop"
happiness,@SusanCosmos @speakgirl Thx 4 sharing!
sadness,Bummed out I am missing a rock climbing trip next week
happiness,happy mothers day to all   im off to spend the day with my family
happiness,The new view out of my window  http://twitpic.com/4jbx2
sadness,@jlskowro @jennsquared will have to wait on the recipe at Simply Recipes.  Sorries!
happiness,@kadi707 RUDE! going cabin drinking without lizlove!  but im am proud momma that you finally learned how to properly TWIT
happiness,found rollo! and got happy  hmmm.. guess i really do need to be inserted back into the matrix 0_o
happiness,off to get ready for school. have an absolute wonderful day!
happiness,@r_u_b_y_l totes it's gonna be fun as bi-otch. yeah she'll do it... we'll make her!!
sadness,@smileitsbubbles that is yo name girllll!
happiness,Thanks @Mosskat you little star! Have been offered to come to JA for a weekender but dunno if I can afford to go. Looking into it now...
happiness,@andyclemmensen Heyy my teddy bear says i look very pretty and that Blake is to
sadness,ah shit ... my chest hurts now
happiness,"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards."
sadness,forgot to wish sister happy birthday yesterday.
sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
sadness,Experiencing pain with paginating ASP.NET ListView controls
sadness,im sad about missing out on the opportunity to be in valencia's new video.
sadness,is loving the half day! If only it wasn't raining.  Soccer Practice tonightt.
sadness,@AnnaInTheHouse Dude I feel really bad but it doesn't work. I don't have a serial for it so it can't be used
sadness,@BuddyTV I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?
happiness,"http://twitpic.com/4jfa8 - my new baby cousin, Olivia. 8 pounds, 19 inches. perfectly adorable."
sadness,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.
sadness,@shanedawson Sadly I live in Scotland though Shane  &lt;/3
happiness,@shanedawson haha yay We love you too Mr. Shane Dawson
happiness,"I love waking up and thinking it's a weekday, but then realizing it's the weekend."
sadness,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.
happiness,Aparantly it's #starwarsday so enjoy  don't quite know what your Kent to do but be happy anywho!
happiness,i cooked breakfast for my mom  HAPPY
happiness,Good morning Tweeple of the sun! What you all up to?
happiness,@dejam88. Well gotdamn girl!!! I dont know what else!!!!  I'm sleepy again! Grrr
happiness,http://twitpic.com/4wehl - graduation pic
happiness,@rescapism hahahah tell me about it tomorrow then
happiness,@chelsea_playboy yehh just signed
sadness,@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!
happiness,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red
happiness,@girlfromthemoon ...i had a yay moment today  YAY hope you did too!
happiness,getting ready to lay out by the pool....
sadness,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
sadness,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??
sadness,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!
happiness,@clyp1976 thanks!! I definitely will! The next season will be rainy and it comes in two month's time!!
happiness,@thebraysmommy thx! Hoping it's a good week.
happiness,"Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi."
sadness,"am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back"
sadness,"really want to see UP, but no one wants to go with me"
happiness,"@fanboy_uk Yeah, but it's Myst!"
happiness,@c4ss4ndr4 do I discern a request for Hulu support? excellent idea!
sadness,"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~"
sadness,@mumalot I corrected myself
happiness,"At the avenue, raining  so cool"
sadness,"Fell down the stairs at dancing, sword fell on me and now my bum hurts"
sadness,@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....
sadness,@jenkellytisdale  good luck  haha i loved your character in the bring it on: in it to win it  movie
happiness,"@Alleexx1995 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party"
sadness,woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.
happiness,"Whew, the first night and day of summer were.....very sad  But, I have Jess's grad party to go to tonight!!!"
happiness,[-O] i wish the birthday massacre would come to australia  i think they said they're thinking about it tho.. http://tinyurl.com/p6lfch
happiness,"@clio_jlh LOL That's a special kind of magic, though! ;)  And did you see the special on Discovery?  They think Nessie died."
happiness,@DianneMR I like that!
sadness,@MattyP_654  it's this damp weather...
happiness,"@mattcampagna You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?"
sadness,Flash lost my frisby on a roof. Sad days LOL
sadness,i am braid free  i miss thee ... BLOND HERE I COME!!
sadness,"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list."
sadness,@kurliedoc poor grace!!! You need to date a cute male nurse.
happiness,Eating rice for breakfast. Yes.
happiness,wlcome @johiw44 - i'm proud of my girlfriend
happiness,@bryybryyy is a lumberjack  http://twitpic.com/4wqe8
happiness,@larainefan She does especially Pink ones LOL  What beautiful creatures they are!
happiness,victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY
sadness,"@iHolleeee i miss you too; i need to talk to you, i keep screwing up ..  lovee u !"
sadness,@lizz_xx cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo
happiness,"@JamesHancox LOL or maybe it's the tooth fairy, takes 'em to keep all the kiddys  teeth safe in"
sadness,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
happiness,Can't wait 4 a real bed!  haha
happiness,@NKANGEL74 Sweet! Thanks!
happiness,@ItsNeet Teehee..I know it too!
sadness,#justcause Summer Hours say our day ends at 1pm...doesn't mean I really get to leave at 1.
happiness,@jennifalconer thought it was rubbish  twins are cute tho!
sadness,UP is the saddest movie i've ever seen
happiness,@TheLonely Aww how sweet
happiness,@Buddhistethics  congratulations  were you being mindful through the run as well or / and listening to music?
happiness,Just finished down loading AIM6.9 and guess what! I can get updates from Twitter on it!  Message me at: i am katie arttt
sadness,@honorsociety i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers
happiness,just had cheese on toast with ham (: about to get ready to go to LONDON!
happiness,@Claymoore for sure! You and your wife seem like cool cats.
happiness,@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me
happiness,the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.
sadness,"@rakka oh no, you're gonna have to break up w/your ups guy when you move"
happiness,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick
happiness,@hairrocks happy birthday!
happiness,@DuongSheahan so nice to meet you too! @NancyLoo is the best for bringing me along
sadness,My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.
happiness,FOOOOOD  yummy so. whose washing the dishes now ? NOT ME ! not i ..    rofl
sadness,Oh no it's storming... gotta get off the computer.
happiness,@extremejohn @FLallday @hursty810 Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!
happiness,"Paul Scanlon sharing from God's Word this morning, he's sounding a bit hoarse perhaps a touch of *#cold*? It won't hold our Pastor back"
sadness,"Gonna miss you Nanna &amp; Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel"
happiness,"@SevFletcher exercise is what u make of it. Walk, run, bike, blade, skate, surf, JUST DO IT  feels gooooooood"
happiness,get my wii fit in couple of hours!
sadness,missing Taylor like crazy  cant wait till he's back
sadness,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
sadness,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
happiness,"i want some grape soda, jack fowers' fault. also, @TraceCyrus i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!"
sadness,Facebook Farm town become slower and slower
happiness,Having fun  With my friend !
sadness,damm i feel like the song of dead and gone by Travis Garland
happiness,my last full week of school!
sadness,This is dumb. I keep losing followers!
sadness,@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.
happiness,about to have some cake for my sister's birthday
happiness,@hannibals Great news! we got it by the balls
happiness,@glossymom yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!!
sadness,"@SoMuchMo aww, i miss u already! and this DEF sums up the wknd lol"
sadness,@Mig177 its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore
happiness,Happy Star Wars day! May the 4th be with you!
sadness,"@TheStevieOs Yes it's herrrrr.  Dude, I'm gonna fucking cry."
happiness,? ALREADY FINISHED CHATTING . HAHA ..  ?
sadness,i love me some americana- but no movies to see
sadness,"Woke Up,I Wanna Stay In My bed"
